# Frequency,Velocity,Velstd 
#  coords,(-1.0, 10.0),(7.0, 11.0)
8.500,195.446,0.769
8.517,195.386,0.408
8.533,195.325,0.402
8.550,195.265,0.396
8.567,195.205,0.390
8.583,195.145,0.388
8.600,195.084,0.388
8.617,195.024,0.388
8.633,194.964,0.388
8.650,194.904,0.388
8.667,194.843,0.388
8.683,194.783,0.388
8.700,194.723,0.388
8.717,194.663,0.388
8.733,194.603,0.388
8.750,194.542,0.388
8.767,194.482,0.388
8.783,194.422,0.388
8.800,194.362,0.388
8.817,194.302,0.388
8.833,194.242,0.388
8.850,194.182,0.388
8.867,194.122,0.388
8.883,194.061,0.388
8.900,194.001,0.388
8.917,193.942,0.388
8.933,193.882,0.388
8.950,193.821,0.388
8.967,193.761,0.388
8.983,193.701,0.388
9.000,193.641,0.388
9.017,193.581,0.388
9.033,193.521,0.388
9.050,193.461,0.388
9.067,193.401,0.388
9.083,193.340,0.388
9.100,193.280,0.388
9.117,193.220,0.388
9.133,193.160,0.388
9.150,193.099,0.388
9.167,193.039,0.388
9.183,192.979,0.388
9.200,192.920,0.388
9.217,192.860,0.388
9.233,192.800,0.388
9.250,192.740,0.388
9.267,192.681,0.388
9.283,192.621,0.388
9.300,192.561,0.388
9.317,192.502,0.388
9.333,192.442,0.388
9.350,192.383,0.388
9.367,192.324,0.388
9.383,192.264,0.388
9.400,192.205,0.388
9.417,192.146,0.388
9.433,192.086,0.388
9.450,192.027,0.388
9.467,191.967,0.388
9.483,191.908,0.388
9.500,191.848,0.388
9.517,191.788,0.388
9.533,191.729,0.388
9.550,191.669,0.388
9.567,191.610,0.388
9.583,191.551,0.388
9.600,191.491,0.388
9.617,191.432,0.388
9.633,191.372,0.388
9.650,191.312,0.388
9.667,191.252,0.388
9.683,191.192,0.388
9.700,191.132,0.388
9.717,191.073,0.388
9.733,191.013,0.388
9.750,190.954,0.388
9.767,190.894,0.388
9.783,190.835,0.388
9.800,190.775,0.388
9.817,190.716,0.388
9.833,190.657,0.388
9.850,190.597,0.388
9.867,190.538,0.388
9.883,190.478,0.388
9.900,190.418,0.388
9.917,190.359,0.388
9.933,190.299,0.388
9.950,190.240,0.388
9.967,190.180,0.388
9.983,190.120,0.388
10.000,190.061,0.388
