# Frequency,Velocity,Velstd 
#  coords,(13.0, 10.0),(-1.0, 14.0)
5.000,233.074,0.769
5.017,232.821,0.408
5.033,232.570,0.402
5.050,232.319,0.396
5.067,232.070,0.390
5.083,231.823,0.388
5.100,231.576,0.388
5.117,231.331,0.388
5.133,231.087,0.388
5.150,230.844,0.388
5.167,230.602,0.388
5.183,230.361,0.388
5.200,230.121,0.388
5.217,229.883,0.388
5.233,229.645,0.388
5.250,229.409,0.388
5.267,229.174,0.388
5.283,228.939,0.388
5.300,228.707,0.388
5.317,228.475,0.388
5.333,228.245,0.388
5.350,228.015,0.388
5.367,227.787,0.388
5.383,227.559,0.388
5.400,227.333,0.388
5.417,227.108,0.388
5.433,226.883,0.388
5.450,226.660,0.388
5.467,226.438,0.388
5.483,226.216,0.388
5.500,225.996,0.388
5.517,225.777,0.388
5.533,225.558,0.388
5.550,225.341,0.388
5.567,225.124,0.388
5.583,224.909,0.388
5.600,224.694,0.388
5.617,224.481,0.388
5.633,224.268,0.388
5.650,224.056,0.388
5.667,223.845,0.388
5.683,223.635,0.388
5.700,223.426,0.388
5.717,223.217,0.388
5.733,223.010,0.388
5.750,222.804,0.388
5.767,222.598,0.388
5.783,222.394,0.388
5.800,222.190,0.388
5.817,221.988,0.388
5.833,221.786,0.388
5.850,221.585,0.388
5.867,221.384,0.388
5.883,221.185,0.388
5.900,220.986,0.388
5.917,220.789,0.388
5.933,220.592,0.388
5.950,220.396,0.388
5.967,220.202,0.388
5.983,220.007,0.388
6.000,219.814,0.388
6.017,219.621,0.388
6.033,219.429,0.388
6.050,219.238,0.388
6.067,219.047,0.388
6.083,218.858,0.388
6.100,218.669,0.388
6.117,218.481,0.388
6.133,218.294,0.388
6.150,218.107,0.388
6.167,217.922,0.388
6.183,217.737,0.388
6.200,217.553,0.388
6.217,217.369,0.388
6.233,217.186,0.388
6.250,217.004,0.388
6.267,216.823,0.388
6.283,216.642,0.388
6.300,216.462,0.388
6.317,216.283,0.388
6.333,216.105,0.388
6.350,215.927,0.388
6.367,215.751,0.388
6.383,215.575,0.388
6.400,215.399,0.388
6.417,215.224,0.388
6.433,215.050,0.388
6.450,214.876,0.388
6.467,214.703,0.388
6.483,214.530,0.388
6.500,214.358,0.388
6.517,214.187,0.388
6.533,214.017,0.388
6.550,213.847,0.388
6.567,213.678,0.388
6.583,213.509,0.388
6.600,213.341,0.388
6.617,213.174,0.388
6.633,213.008,0.388
6.650,212.842,0.388
