# Frequency,Velocity,Velstd 
#  coords,(-1.0, 10.0),(5.0, 1.0)
7.917,228.836,0.769
7.933,228.652,0.408
7.950,228.468,0.402
7.967,228.283,0.396
7.983,228.099,0.390
8.000,227.915,0.388
8.017,227.731,0.388
8.033,227.546,0.388
8.050,227.362,0.388
8.067,227.178,0.388
8.083,226.994,0.388
8.100,226.810,0.388
8.117,226.626,0.388
8.133,226.441,0.388
8.150,226.257,0.388
8.167,226.073,0.388
8.183,225.889,0.388
8.200,225.705,0.388
8.217,225.520,0.388
8.233,225.336,0.388
8.250,225.152,0.388
8.267,224.968,0.388
8.283,224.784,0.388
8.300,224.600,0.388
8.317,224.416,0.388
8.333,224.232,0.388
8.350,224.048,0.388
8.367,223.865,0.388
8.383,223.681,0.388
8.400,223.496,0.388
8.417,223.312,0.388
8.433,223.128,0.388
8.450,222.944,0.388
8.467,222.760,0.388
8.483,222.576,0.388
8.500,222.392,0.388
8.517,222.208,0.388
8.533,222.024,0.388
8.550,221.840,0.388
8.567,221.656,0.388
8.583,221.471,0.388
8.600,221.287,0.388
8.617,221.103,0.388
8.633,220.920,0.388
8.650,220.736,0.388
8.667,220.552,0.388
8.683,220.368,0.388
8.700,220.185,0.388
8.717,220.001,0.388
8.733,219.817,0.388
8.750,219.634,0.388
8.767,219.450,0.388
8.783,219.266,0.388
8.800,219.083,0.388
8.817,218.899,0.388
8.833,218.716,0.388
8.850,218.532,0.388
8.867,218.348,0.388
8.883,218.164,0.388
8.900,217.980,0.388
8.917,217.795,0.388
8.933,217.611,0.388
8.950,217.427,0.388
8.967,217.243,0.388
8.983,217.059,0.388
9.000,216.875,0.388
9.017,216.691,0.388
9.033,216.507,0.388
9.050,216.324,0.388
9.067,216.140,0.388
9.083,215.957,0.388
9.100,215.773,0.388
9.117,215.590,0.388
9.133,215.406,0.388
9.150,215.222,0.388
9.167,215.038,0.388
9.183,214.854,0.388
9.200,214.671,0.388
9.217,214.487,0.388
9.233,214.304,0.388
9.250,214.120,0.388
9.267,213.937,0.388
9.283,213.754,0.388
9.300,213.570,0.388
9.317,213.386,0.388
9.333,213.203,0.388
9.350,213.019,0.388
9.367,212.836,0.388
9.383,212.652,0.388
9.400,212.468,0.388
9.417,212.285,0.388
9.433,212.101,0.388
9.450,211.918,0.388
9.467,211.734,0.388
9.483,211.551,0.388
9.500,211.367,0.388
9.517,211.184,0.388
9.533,211.000,0.388
9.550,210.816,0.388
9.567,210.633,0.388
9.583,210.449,0.388
9.600,210.266,0.388
9.617,210.082,0.388
9.633,209.899,0.388
9.650,209.716,0.388
9.667,209.532,0.388
9.683,209.349,0.388
9.700,209.165,0.388
9.717,208.982,0.388
9.733,208.798,0.388
