# Frequency,Velocity,Velstd 
#  coords,(7.0, 11.0),(13.0, 10.0)
8.800,179.113,0.769
8.817,179.099,0.408
8.833,179.086,0.402
8.850,179.072,0.396
8.867,179.059,0.390
8.883,179.045,0.388
8.900,179.031,0.388
8.917,179.017,0.388
8.933,179.003,0.388
8.950,178.989,0.388
8.967,178.975,0.388
8.983,178.961,0.388
9.000,178.948,0.388
9.017,178.934,0.388
9.033,178.920,0.388
9.050,178.906,0.388
9.067,178.891,0.388
9.083,178.877,0.388
9.100,178.863,0.388
9.117,178.848,0.388
9.133,178.834,0.388
9.150,178.819,0.388
9.167,178.805,0.388
9.183,178.791,0.388
9.200,178.776,0.388
9.217,178.762,0.388
9.233,178.747,0.388
9.250,178.733,0.388
9.267,178.718,0.388
9.283,178.704,0.388
9.300,178.689,0.388
9.317,178.674,0.388
9.333,178.660,0.388
9.350,178.645,0.388
9.367,178.631,0.388
9.383,178.617,0.388
9.400,178.602,0.388
9.417,178.588,0.388
9.433,178.574,0.388
9.450,178.559,0.388
9.467,178.545,0.388
9.483,178.531,0.388
9.500,178.517,0.388
9.517,178.502,0.388
9.533,178.488,0.388
9.550,178.474,0.388
9.567,178.460,0.388
9.583,178.446,0.388
9.600,178.432,0.388
9.617,178.418,0.388
9.633,178.404,0.388
9.650,178.390,0.388
9.667,178.375,0.388
9.683,178.361,0.388
9.700,178.347,0.388
9.717,178.333,0.388
9.733,178.319,0.388
9.750,178.305,0.388
9.767,178.290,0.388
9.783,178.276,0.388
9.800,178.262,0.388
9.817,178.247,0.388
9.833,178.233,0.388
9.850,178.219,0.388
9.867,178.204,0.388
9.883,178.190,0.388
9.900,178.176,0.388
9.917,178.162,0.388
9.933,178.147,0.388
9.950,178.133,0.388
9.967,178.119,0.388
9.983,178.104,0.388
10.000,178.090,0.388
10.017,178.075,0.388
10.033,178.061,0.388
10.050,178.046,0.388
10.067,178.032,0.388
10.083,178.018,0.388
10.100,178.003,0.388
10.117,177.988,0.388
10.133,177.974,0.388
10.150,177.959,0.388
10.167,177.945,0.388
10.183,177.930,0.388
10.200,177.916,0.388
10.217,177.901,0.388
10.233,177.887,0.388
10.250,177.872,0.388
10.267,177.858,0.388
10.283,177.843,0.388
10.300,177.829,0.388
10.317,177.814,0.388
10.333,177.800,0.388
10.350,177.785,0.388
10.367,177.771,0.388
10.383,177.757,0.388
10.400,177.742,0.388
10.417,177.728,0.388
10.433,177.714,0.388
10.450,177.700,0.388
10.467,177.685,0.388
10.483,177.671,0.388
10.500,177.657,0.388
10.517,177.644,0.388
10.533,177.630,0.388
10.550,177.616,0.388
10.567,177.603,0.388
10.583,177.589,0.388
10.600,177.575,0.388
10.617,177.562,0.388
10.633,177.548,0.388
10.650,177.534,0.388
10.667,177.521,0.388
10.683,177.507,0.388
10.700,177.493,0.388
10.717,177.480,0.388
10.733,177.466,0.388
10.750,177.453,0.388
10.767,177.439,0.388
10.783,177.426,0.388
10.800,177.412,0.388
10.817,177.399,0.388
10.833,177.385,0.388
10.850,177.372,0.388
10.867,177.358,0.388
10.883,177.345,0.388
10.900,177.331,0.388
10.917,177.317,0.388
10.933,177.303,0.388
10.950,177.290,0.388
10.967,177.276,0.388
10.983,177.262,0.388
11.000,177.249,0.388
11.017,177.235,0.388
11.033,177.221,0.388
11.050,177.208,0.388
11.067,177.194,0.388
11.083,177.180,0.388
11.100,177.166,0.388
11.117,177.151,0.388
11.133,177.137,0.388
11.150,177.123,0.388
11.167,177.109,0.388
11.183,177.095,0.388
11.200,177.081,0.388
11.217,177.066,0.388
11.233,177.052,0.388
11.250,177.038,0.388
11.267,177.023,0.388
11.283,177.009,0.388
11.300,176.994,0.388
11.317,176.980,0.388
11.333,176.966,0.388
11.350,176.951,0.388
11.367,176.937,0.388
11.383,176.923,0.388
11.400,176.908,0.388
11.417,176.894,0.388
11.433,176.880,0.388
11.450,176.866,0.388
11.467,176.852,0.388
11.483,176.838,0.388
11.500,176.824,0.388
11.517,176.810,0.388
11.533,176.796,0.388
11.550,176.781,0.388
11.567,176.767,0.388
11.583,176.753,0.388
11.600,176.739,0.388
11.617,176.725,0.388
11.633,176.710,0.388
11.650,176.696,0.388
11.667,176.682,0.388
11.683,176.667,0.388
11.700,176.653,0.388
11.717,176.639,0.388
11.733,176.624,0.388
11.750,176.610,0.388
11.767,176.595,0.388
11.783,176.581,0.388
11.800,176.566,0.388
11.817,176.552,0.388
11.833,176.537,0.388
11.850,176.522,0.388
11.867,176.508,0.388
11.883,176.493,0.388
11.900,176.478,0.388
11.917,176.464,0.388
11.933,176.449,0.388
11.950,176.434,0.388
11.967,176.419,0.388
11.983,176.404,0.388
12.000,176.389,0.388
12.017,176.374,0.388
12.033,176.359,0.388
12.050,176.345,0.388
12.067,176.330,0.388
12.083,176.315,0.388
12.100,176.300,0.388
12.117,176.284,0.388
12.133,176.269,0.388
12.150,176.254,0.388
12.167,176.239,0.388
12.183,176.223,0.388
12.200,176.208,0.388
12.217,176.193,0.388
12.233,176.178,0.388
12.250,176.163,0.388
12.267,176.147,0.388
12.283,176.132,0.388
12.300,176.117,0.388
12.317,176.102,0.388
12.333,176.087,0.388
12.350,176.072,0.388
12.367,176.057,0.388
12.383,176.042,0.388
12.400,176.027,0.388
12.417,176.012,0.388
12.433,175.998,0.388
12.450,175.983,0.388
12.467,175.968,0.388
12.483,175.953,0.388
12.500,175.938,0.388
12.517,175.923,0.388
12.533,175.908,0.388
12.550,175.893,0.388
12.567,175.878,0.388
12.583,175.864,0.388
12.600,175.849,0.388
12.617,175.834,0.388
12.633,175.820,0.388
12.650,175.805,0.388
12.667,175.791,0.388
12.683,175.776,0.388
