# Frequency,Velocity,Velstd 
#  coords,(12.8, -12.0),(12.8, 21.22)
2.000,303.994,0.769
2.017,303.060,0.409
2.033,302.137,0.402
2.050,301.226,0.396
2.067,300.326,0.390
2.083,299.436,0.388
2.100,298.557,0.388
2.117,297.689,0.388
2.133,296.831,0.388
2.150,295.982,0.388
2.167,295.144,0.388
2.183,294.315,0.388
2.200,293.496,0.388
2.217,292.686,0.388
2.233,291.885,0.388
2.250,291.092,0.388
2.267,290.309,0.388
2.283,289.534,0.388
2.300,288.767,0.388
2.317,288.009,0.388
2.333,287.259,0.388
2.350,286.517,0.388
2.367,285.782,0.388
2.383,285.056,0.388
2.400,284.336,0.388
2.417,283.625,0.388
2.433,282.920,0.388
2.450,282.223,0.388
2.467,281.533,0.388
2.483,280.850,0.388
2.500,280.174,0.388
2.517,279.505,0.388
2.533,278.842,0.388
2.550,278.185,0.388
2.567,277.535,0.388
2.583,276.892,0.388
2.600,276.254,0.388
2.617,275.623,0.388
2.633,274.997,0.388
2.650,274.378,0.388
2.667,273.764,0.388
2.683,273.157,0.388
2.700,272.554,0.388
2.717,271.958,0.388
2.733,271.367,0.388
2.750,270.781,0.388
2.767,270.201,0.388
2.783,269.625,0.388
2.800,269.055,0.388
2.817,268.491,0.388
2.833,267.931,0.388
2.850,267.376,0.388
2.867,266.826,0.388
2.883,266.280,0.388
2.900,265.739,0.388
2.917,265.203,0.388
2.933,264.672,0.388
2.950,264.145,0.388
2.967,263.622,0.388
2.983,263.104,0.388
3.000,262.590,0.388
3.017,262.081,0.388
3.033,261.575,0.388
3.050,261.074,0.388
3.067,260.577,0.388
3.083,260.084,0.388
3.100,259.595,0.388
3.117,259.110,0.388
3.133,258.629,0.388
3.150,258.151,0.388
3.167,257.678,0.388
3.183,257.208,0.388
3.200,256.742,0.388
3.217,256.279,0.388
3.233,255.820,0.388
3.250,255.365,0.388
3.267,254.913,0.388
3.283,254.464,0.388
3.300,254.019,0.388
3.317,253.577,0.388
3.333,253.139,0.388
3.350,252.704,0.388
3.367,252.272,0.388
3.383,251.843,0.388
3.400,251.417,0.388
3.417,250.994,0.388
3.433,250.575,0.388
3.450,250.159,0.388
3.467,249.745,0.388
3.483,249.335,0.388
3.500,248.927,0.388
3.517,248.523,0.388
3.533,248.121,0.388
3.550,247.722,0.388
3.567,247.326,0.388
3.583,246.933,0.388
3.600,246.542,0.388
3.617,246.155,0.388
3.633,245.769,0.388
3.650,245.387,0.388
3.667,245.007,0.388
3.683,244.630,0.388
3.700,244.255,0.388
3.717,243.883,0.388
3.733,243.513,0.388
3.750,243.145,0.388
3.767,242.781,0.388
3.783,242.418,0.388
3.800,242.058,0.388
3.817,241.700,0.388
3.833,241.345,0.388
3.850,240.992,0.388
3.867,240.641,0.388
3.883,240.293,0.388
3.900,239.946,0.388
3.917,239.602,0.388
3.933,239.260,0.388
3.950,238.921,0.388
3.967,238.583,0.388
3.983,238.248,0.388
4.000,237.914,0.388
4.017,237.583,0.388
4.033,237.254,0.388
4.050,236.927,0.388
4.067,236.602,0.388
4.083,236.278,0.388
4.100,235.957,0.388
4.117,235.638,0.388
4.133,235.320,0.388
4.150,235.005,0.388
4.167,234.691,0.388
4.183,234.380,0.388
4.200,234.070,0.388
4.217,233.762,0.388
4.233,233.455,0.388
4.250,233.151,0.388
4.267,232.848,0.388
4.283,232.547,0.388
4.300,232.248,0.388
4.317,231.951,0.388
4.333,231.655,0.388
4.350,231.361,0.388
4.367,231.069,0.388
4.383,230.778,0.388
4.400,230.489,0.388
4.417,230.202,0.388
4.433,229.916,0.388
4.450,229.632,0.388
4.467,229.349,0.388
4.483,229.068,0.388
4.500,228.789,0.388
4.517,228.511,0.388
4.533,228.235,0.388
4.550,227.960,0.388
4.567,227.687,0.388
4.583,227.415,0.388
4.600,227.144,0.388
4.617,226.875,0.388
4.633,226.608,0.388
4.650,226.342,0.388
4.667,226.078,0.388
4.683,225.815,0.388
4.700,225.553,0.388
4.717,225.293,0.388
4.733,225.034,0.388
4.750,224.776,0.388
4.767,224.520,0.388
4.783,224.265,0.388
4.800,224.012,0.388
4.817,223.760,0.388
4.833,223.509,0.388
4.850,223.260,0.388
4.867,223.011,0.388
4.883,222.765,0.388
4.900,222.519,0.388
4.917,222.275,0.388
4.933,222.032,0.388
4.950,221.790,0.388
4.967,221.549,0.388
4.983,221.310,0.388
5.000,221.071,0.388
5.017,220.834,0.388
5.033,220.599,0.388
5.050,220.364,0.388
5.067,220.131,0.388
5.083,219.899,0.388
5.100,219.668,0.388
5.117,219.438,0.388
5.133,219.209,0.388
5.150,218.981,0.388
5.167,218.755,0.388
5.183,218.530,0.388
5.200,218.305,0.388
5.217,218.082,0.388
5.233,217.860,0.388
5.250,217.639,0.388
5.267,217.419,0.388
5.283,217.200,0.388
5.300,216.982,0.388
5.317,216.765,0.388
5.333,216.549,0.388
5.350,216.334,0.388
5.367,216.120,0.388
5.383,215.908,0.388
5.400,215.696,0.388
5.417,215.485,0.388
5.433,215.275,0.388
5.450,215.066,0.388
5.467,214.858,0.388
5.483,214.651,0.388
5.500,214.445,0.388
5.517,214.240,0.388
5.533,214.035,0.388
5.550,213.832,0.388
5.567,213.630,0.388
5.583,213.429,0.388
5.600,213.228,0.388
5.617,213.028,0.388
5.633,212.829,0.388
5.650,212.631,0.388
5.667,212.434,0.388
5.683,212.238,0.388
5.700,212.042,0.388
5.717,211.848,0.388
5.733,211.654,0.388
5.750,211.461,0.388
5.767,211.268,0.388
5.783,211.077,0.388
5.800,210.886,0.388
5.817,210.697,0.388
5.833,210.508,0.388
5.850,210.320,0.388
5.867,210.132,0.388
5.883,209.945,0.388
5.900,209.760,0.388
5.917,209.575,0.388
5.933,209.390,0.388
5.950,209.207,0.388
5.967,209.024,0.388
5.983,208.842,0.388
6.000,208.660,0.388
6.017,208.480,0.388
6.033,208.300,0.388
6.050,208.120,0.388
6.067,207.942,0.388
6.083,207.764,0.388
6.100,207.587,0.388
6.117,207.411,0.388
6.133,207.235,0.388
6.150,207.060,0.388
6.167,206.886,0.388
6.183,206.712,0.388
6.200,206.539,0.388
6.217,206.367,0.388
6.233,206.195,0.388
6.250,206.024,0.388
6.267,205.854,0.388
6.283,205.684,0.388
6.300,205.515,0.388
6.317,205.347,0.388
6.333,205.179,0.388
6.350,205.012,0.388
6.367,204.845,0.388
6.383,204.680,0.388
6.400,204.514,0.388
6.417,204.350,0.388
6.433,204.186,0.388
6.450,204.022,0.388
6.467,203.860,0.388
6.483,203.698,0.388
6.500,203.537,0.388
6.517,203.376,0.388
6.533,203.216,0.388
6.550,203.056,0.388
6.567,202.897,0.388
6.583,202.739,0.388
6.600,202.582,0.388
6.617,202.425,0.388
6.633,202.268,0.388
6.650,202.113,0.388
6.667,201.957,0.388
6.683,201.803,0.388
6.700,201.649,0.388
6.717,201.496,0.388
6.733,201.343,0.388
