# Frequency,Velocity,Velstd 
#  coords,(1.45, 11.84),(12.8, -0.08000000000000007)
2.000,241.963,0.769
2.017,241.525,0.409
2.033,241.092,0.402
2.050,240.665,0.396
2.067,240.243,0.390
2.083,239.826,0.388
2.100,239.415,0.388
2.117,239.007,0.388
2.133,238.605,0.388
2.150,238.207,0.388
2.167,237.814,0.388
2.183,237.425,0.388
2.200,237.041,0.388
2.217,236.661,0.388
2.233,236.286,0.388
2.250,235.914,0.388
2.267,235.547,0.388
2.283,235.184,0.388
2.300,234.824,0.388
2.317,234.469,0.388
2.333,234.117,0.388
2.350,233.769,0.388
2.367,233.425,0.388
2.383,233.084,0.388
2.400,232.747,0.388
2.417,232.414,0.388
2.433,232.084,0.388
2.450,231.757,0.388
2.467,231.433,0.388
2.483,231.113,0.388
2.500,230.796,0.388
2.517,230.482,0.388
2.533,230.172,0.388
2.550,229.864,0.388
2.567,229.559,0.388
2.583,229.258,0.388
2.600,228.959,0.388
2.617,228.663,0.388
2.633,228.370,0.388
2.650,228.079,0.388
2.667,227.791,0.388
2.683,227.506,0.388
2.700,227.224,0.388
2.717,226.944,0.388
2.733,226.667,0.388
2.750,226.392,0.388
2.767,226.120,0.388
2.783,225.850,0.388
2.800,225.583,0.388
2.817,225.318,0.388
2.833,225.055,0.388
2.850,224.795,0.388
2.867,224.537,0.388
2.883,224.281,0.388
2.900,224.027,0.388
2.917,223.776,0.388
2.933,223.527,0.388
2.950,223.279,0.388
2.967,223.034,0.388
2.983,222.791,0.388
3.000,222.549,0.388
3.017,222.310,0.388
3.033,222.073,0.388
3.050,221.838,0.388
3.067,221.604,0.388
3.083,221.373,0.388
3.100,221.143,0.388
3.117,220.915,0.388
3.133,220.689,0.388
3.150,220.465,0.388
3.167,220.242,0.388
3.183,220.022,0.388
3.200,219.803,0.388
3.217,219.585,0.388
3.233,219.370,0.388
3.250,219.156,0.388
3.267,218.944,0.388
3.283,218.733,0.388
3.300,218.524,0.388
3.317,218.317,0.388
3.333,218.111,0.388
3.350,217.907,0.388
3.367,217.704,0.388
3.383,217.503,0.388
3.400,217.303,0.388
3.417,217.105,0.388
3.433,216.909,0.388
3.450,216.714,0.388
3.467,216.520,0.388
3.483,216.327,0.388
3.500,216.136,0.388
3.517,215.946,0.388
3.533,215.758,0.388
3.550,215.571,0.388
3.567,215.385,0.388
3.583,215.201,0.388
3.600,215.017,0.388
3.617,214.835,0.388
3.633,214.654,0.388
3.650,214.475,0.388
3.667,214.297,0.388
3.683,214.120,0.388
3.700,213.944,0.388
3.717,213.769,0.388
3.733,213.595,0.388
3.750,213.423,0.388
3.767,213.251,0.388
3.783,213.081,0.388
3.800,212.912,0.388
3.817,212.744,0.388
3.833,212.577,0.388
3.850,212.412,0.388
3.867,212.247,0.388
3.883,212.084,0.388
3.900,211.921,0.388
3.917,211.760,0.388
3.933,211.599,0.388
3.950,211.439,0.388
3.967,211.281,0.388
3.983,211.123,0.388
4.000,210.967,0.388
4.017,210.812,0.388
4.033,210.657,0.388
4.050,210.504,0.388
4.067,210.351,0.388
4.083,210.200,0.388
4.100,210.049,0.388
4.117,209.899,0.388
4.133,209.750,0.388
4.150,209.602,0.388
4.167,209.455,0.388
4.183,209.308,0.388
4.200,209.163,0.388
4.217,209.018,0.388
4.233,208.875,0.388
4.250,208.732,0.388
4.267,208.590,0.388
4.283,208.449,0.388
4.300,208.309,0.388
4.317,208.169,0.388
4.333,208.031,0.388
4.350,207.893,0.388
4.367,207.756,0.388
4.383,207.620,0.388
4.400,207.484,0.388
4.417,207.350,0.388
4.433,207.216,0.388
4.450,207.083,0.388
4.467,206.951,0.388
4.483,206.819,0.388
4.500,206.688,0.388
4.517,206.558,0.388
4.533,206.429,0.388
4.550,206.301,0.388
4.567,206.173,0.388
4.583,206.046,0.388
4.600,205.919,0.388
4.617,205.794,0.388
4.633,205.669,0.388
4.650,205.545,0.388
4.667,205.422,0.388
4.683,205.299,0.388
4.700,205.177,0.388
4.717,205.055,0.388
4.733,204.934,0.388
4.750,204.814,0.388
4.767,204.694,0.388
4.783,204.575,0.388
4.800,204.456,0.388
4.817,204.339,0.388
4.833,204.221,0.388
4.850,204.105,0.388
4.867,203.989,0.388
4.883,203.874,0.388
4.900,203.759,0.388
4.917,203.645,0.388
4.933,203.531,0.388
4.950,203.418,0.388
4.967,203.306,0.388
4.983,203.194,0.388
5.000,203.083,0.388
5.017,202.972,0.388
5.033,202.862,0.388
5.050,202.752,0.388
5.067,202.642,0.388
5.083,202.533,0.388
5.100,202.425,0.388
5.117,202.316,0.388
5.133,202.209,0.388
5.150,202.102,0.388
5.167,201.996,0.388
5.183,201.890,0.388
5.200,201.785,0.388
5.217,201.680,0.388
5.233,201.576,0.388
5.250,201.472,0.388
5.267,201.369,0.388
5.283,201.266,0.388
5.300,201.164,0.388
5.317,201.063,0.388
5.333,200.961,0.388
5.350,200.860,0.388
5.367,200.760,0.388
5.383,200.660,0.388
5.400,200.561,0.388
5.417,200.462,0.388
5.433,200.364,0.388
5.450,200.267,0.388
5.467,200.169,0.388
5.483,200.072,0.388
5.500,199.976,0.388
5.517,199.880,0.388
5.533,199.784,0.388
5.550,199.688,0.388
5.567,199.593,0.388
5.583,199.499,0.388
5.600,199.404,0.388
5.617,199.311,0.388
5.633,199.217,0.388
5.650,199.124,0.388
5.667,199.032,0.388
5.683,198.939,0.388
5.700,198.847,0.388
5.717,198.756,0.388
5.733,198.665,0.388
5.750,198.574,0.388
5.767,198.484,0.388
5.783,198.395,0.388
5.800,198.306,0.388
5.817,198.216,0.388
5.833,198.128,0.388
5.850,198.039,0.388
5.867,197.951,0.388
5.883,197.863,0.388
5.900,197.776,0.388
5.917,197.689,0.388
5.933,197.602,0.388
5.950,197.516,0.388
5.967,197.430,0.388
5.983,197.345,0.388
6.000,197.259,0.388
6.017,197.175,0.388
6.033,197.090,0.388
6.050,197.006,0.388
6.067,196.922,0.388
6.083,196.838,0.388
6.100,196.755,0.388
6.117,196.672,0.388
6.133,196.590,0.388
6.150,196.507,0.388
6.167,196.426,0.388
6.183,196.344,0.388
6.200,196.263,0.388
6.217,196.182,0.388
6.233,196.101,0.388
6.250,196.021,0.388
6.267,195.941,0.388
6.283,195.862,0.388
6.300,195.782,0.388
6.317,195.704,0.388
6.333,195.625,0.388
6.350,195.547,0.388
6.367,195.469,0.388
6.383,195.391,0.388
6.400,195.314,0.388
6.417,195.237,0.388
6.433,195.160,0.388
6.450,195.084,0.388
6.467,195.007,0.388
6.483,194.932,0.388
6.500,194.856,0.388
6.517,194.781,0.388
6.533,194.706,0.388
6.550,194.631,0.388
6.567,194.557,0.388
6.583,194.483,0.388
6.600,194.409,0.388
6.617,194.335,0.388
6.633,194.262,0.388
6.650,194.189,0.388
6.667,194.116,0.388
6.683,194.044,0.388
6.700,193.971,0.388
6.717,193.899,0.388
6.733,193.828,0.388
6.750,193.756,0.388
6.767,193.685,0.388
6.783,193.614,0.388
6.800,193.544,0.388
6.817,193.473,0.388
6.833,193.403,0.388
6.850,193.334,0.388
6.867,193.264,0.388
6.883,193.195,0.388
6.900,193.126,0.388
6.917,193.057,0.388
6.933,192.988,0.388
6.950,192.920,0.388
6.967,192.852,0.388
6.983,192.784,0.388
7.000,192.717,0.388
7.017,192.649,0.388
7.033,192.582,0.388
7.050,192.515,0.388
7.067,192.449,0.388
7.083,192.382,0.388
7.100,192.316,0.388
7.117,192.250,0.388
7.133,192.185,0.388
7.150,192.119,0.388
7.167,192.054,0.388
7.183,191.989,0.388
7.200,191.924,0.388
7.217,191.860,0.388
7.233,191.795,0.388
7.250,191.731,0.388
7.267,191.667,0.388
7.283,191.604,0.388
7.300,191.540,0.388
7.317,191.477,0.388
7.333,191.414,0.388
7.350,191.352,0.388
7.367,191.289,0.388
7.383,191.227,0.388
7.400,191.165,0.388
7.417,191.103,0.388
7.433,191.041,0.388
7.450,190.980,0.388
7.467,190.919,0.388
7.483,190.858,0.388
7.500,190.797,0.388
7.517,190.736,0.388
7.533,190.675,0.388
7.550,190.615,0.388
7.567,190.555,0.388
7.583,190.495,0.388
7.600,190.436,0.388
7.617,190.376,0.388
7.633,190.317,0.388
7.650,190.258,0.388
7.667,190.200,0.388
7.683,190.141,0.388
7.700,190.082,0.388
7.717,190.024,0.388
7.733,189.966,0.388
7.750,189.908,0.388
7.767,189.850,0.388
7.783,189.793,0.388
7.800,189.736,0.388
7.817,189.679,0.388
7.833,189.622,0.388
7.850,189.565,0.388
7.867,189.509,0.388
7.883,189.452,0.388
7.900,189.396,0.388
7.917,189.340,0.388
7.933,189.284,0.388
7.950,189.229,0.388
7.967,189.173,0.388
7.983,189.118,0.388
8.000,189.063,0.388
8.017,189.008,0.388
8.033,188.954,0.388
8.050,188.899,0.388
8.067,188.844,0.388
8.083,188.790,0.388
8.100,188.736,0.388
8.117,188.682,0.388
8.133,188.629,0.388
8.150,188.576,0.388
8.167,188.522,0.388
8.183,188.470,0.388
8.200,188.417,0.388
8.217,188.365,0.388
8.233,188.312,0.388
8.250,188.260,0.388
8.267,188.208,0.388
8.283,188.156,0.388
8.300,188.105,0.388
8.317,188.053,0.388
8.333,188.002,0.388
8.350,187.952,0.388
8.367,187.901,0.388
8.383,187.850,0.388
8.400,187.799,0.388
8.417,187.748,0.388
8.433,187.698,0.388
8.450,187.647,0.388
8.467,187.597,0.388
8.483,187.547,0.388
8.500,187.497,0.388
8.517,187.448,0.388
8.533,187.399,0.388
8.550,187.349,0.388
8.567,187.300,0.388
8.583,187.251,0.388
8.600,187.202,0.388
8.617,187.153,0.388
8.633,187.104,0.388
8.650,187.056,0.388
8.667,187.008,0.388
8.683,186.960,0.388
8.700,186.912,0.388
8.717,186.864,0.388
8.733,186.817,0.388
8.750,186.769,0.388
8.767,186.721,0.388
8.783,186.674,0.388
8.800,186.627,0.388
8.817,186.580,0.388
8.833,186.533,0.388
8.850,186.487,0.388
8.867,186.441,0.388
8.883,186.394,0.388
8.900,186.348,0.388
8.917,186.302,0.388
8.933,186.256,0.388
8.950,186.210,0.388
8.967,186.164,0.388
8.983,186.118,0.388
9.000,186.071,0.388
9.017,186.025,0.388
9.033,185.979,0.388
9.050,185.934,0.388
9.067,185.889,0.388
9.083,185.843,0.388
9.100,185.798,0.388
9.117,185.753,0.388
9.133,185.709,0.388
9.150,185.664,0.388
9.167,185.620,0.388
9.183,185.576,0.388
9.200,185.532,0.388
9.217,185.488,0.388
9.233,185.444,0.388
9.250,185.399,0.388
9.267,185.355,0.388
9.283,185.311,0.388
9.300,185.267,0.388
9.317,185.223,0.388
9.333,185.179,0.388
9.350,185.135,0.388
9.367,185.092,0.388
9.383,185.048,0.388
9.400,185.005,0.388
9.417,184.962,0.388
9.433,184.919,0.388
9.450,184.875,0.388
9.467,184.831,0.388
9.483,184.787,0.388
9.500,184.744,0.388
9.517,184.700,0.388
9.533,184.657,0.388
9.550,184.614,0.388
9.567,184.572,0.388
9.583,184.530,0.388
9.600,184.487,0.388
9.617,184.445,0.388
9.633,184.403,0.388
9.650,184.361,0.388
9.667,184.320,0.388
9.683,184.278,0.388
9.700,184.237,0.388
9.717,184.195,0.388
9.733,184.153,0.388
9.750,184.112,0.388
9.767,184.071,0.388
9.783,184.030,0.388
9.800,183.990,0.388
9.817,183.948,0.388
9.833,183.907,0.388
9.850,183.866,0.388
9.867,183.825,0.388
9.883,183.784,0.388
9.900,183.744,0.388
9.917,183.703,0.388
9.933,183.663,0.388
9.950,183.623,0.388
9.967,183.583,0.388
9.983,183.542,0.388
10.000,183.501,0.388
10.017,183.461,0.388
10.033,183.420,0.388
10.050,183.380,0.388
10.067,183.340,0.388
10.083,183.301,0.388
10.100,183.261,0.388
10.117,183.222,0.388
10.133,183.183,0.388
10.150,183.144,0.388
10.167,183.105,0.388
10.183,183.066,0.388
10.200,183.026,0.388
10.217,182.987,0.388
10.233,182.948,0.388
10.250,182.910,0.388
10.267,182.872,0.388
10.283,182.834,0.388
10.300,182.796,0.388
10.317,182.757,0.388
10.333,182.720,0.388
10.350,182.682,0.388
10.367,182.645,0.388
10.383,182.607,0.388
10.400,182.570,0.388
10.417,182.533,0.388
10.433,182.496,0.388
10.450,182.459,0.388
10.467,182.422,0.388
10.483,182.385,0.388
10.500,182.348,0.388
10.517,182.311,0.388
10.533,182.274,0.388
10.550,182.237,0.388
10.567,182.200,0.388
10.583,182.163,0.388
10.600,182.127,0.388
10.617,182.090,0.388
10.633,182.054,0.388
10.650,182.018,0.388
