# Frequency,Velocity,Velstd 
#  coords,(0.45, 23.759999999999998),(23.25, 23.759999999999998)
3.000,346.132,0.769
3.017,345.170,0.409
3.033,344.216,0.402
3.050,343.270,0.396
3.067,342.332,0.390
3.083,341.401,0.388
3.100,340.477,0.388
3.117,339.561,0.388
3.133,338.653,0.388
3.150,337.751,0.388
3.167,336.857,0.388
3.183,335.970,0.388
3.200,335.089,0.388
3.217,334.216,0.388
3.233,333.349,0.388
3.250,332.489,0.388
3.267,331.636,0.388
3.283,330.789,0.388
3.300,329.949,0.388
3.317,329.115,0.388
3.333,328.287,0.388
3.350,327.465,0.388
3.367,326.649,0.388
3.383,325.840,0.388
3.400,325.036,0.388
3.417,324.239,0.388
3.433,323.447,0.388
3.450,322.661,0.388
3.467,321.881,0.388
3.483,321.106,0.388
3.500,320.337,0.388
3.517,319.573,0.388
3.533,318.815,0.388
3.550,318.062,0.388
3.567,317.314,0.388
3.583,316.572,0.388
3.600,315.834,0.388
3.617,315.102,0.388
3.633,314.375,0.388
3.650,313.653,0.388
3.667,312.936,0.388
3.683,312.223,0.388
3.700,311.516,0.388
3.717,310.813,0.388
3.733,310.115,0.388
3.750,309.421,0.388
3.767,308.732,0.388
3.783,308.048,0.388
3.800,307.369,0.388
3.817,306.694,0.388
3.833,306.023,0.388
3.850,305.357,0.388
3.867,304.695,0.388
3.883,304.037,0.388
3.900,303.384,0.388
3.917,302.734,0.388
3.933,302.089,0.388
3.950,301.448,0.388
3.967,300.811,0.388
3.983,300.178,0.388
4.000,299.548,0.388
4.017,298.923,0.388
4.033,298.302,0.388
4.050,297.684,0.388
4.067,297.070,0.388
4.083,296.460,0.388
4.100,295.854,0.388
4.117,295.252,0.388
4.133,294.653,0.388
4.150,294.058,0.388
4.167,293.466,0.388
4.183,292.878,0.388
4.200,292.294,0.388
4.217,291.713,0.388
4.233,291.135,0.388
4.250,290.561,0.388
4.267,289.990,0.388
4.283,289.423,0.388
4.300,288.858,0.388
4.317,288.297,0.388
4.333,287.740,0.388
4.350,287.185,0.388
4.367,286.634,0.388
4.383,286.085,0.388
4.400,285.540,0.388
4.417,284.998,0.388
4.433,284.458,0.388
4.450,283.922,0.388
4.467,283.389,0.388
4.483,282.859,0.388
4.500,282.332,0.388
4.517,281.807,0.388
4.533,281.286,0.388
4.550,280.767,0.388
4.567,280.251,0.388
4.583,279.738,0.388
4.600,279.228,0.388
4.617,278.721,0.388
4.633,278.216,0.388
4.650,277.714,0.388
4.667,277.215,0.388
4.683,276.718,0.388
4.700,276.223,0.388
4.717,275.732,0.388
4.733,275.243,0.388
4.750,274.757,0.388
4.767,274.273,0.388
4.783,273.792,0.388
4.800,273.314,0.388
4.817,272.838,0.388
4.833,272.364,0.388
4.850,271.893,0.388
4.867,271.424,0.388
4.883,270.957,0.388
4.900,270.493,0.388
4.917,270.031,0.388
4.933,269.572,0.388
4.950,269.114,0.388
4.967,268.660,0.388
4.983,268.207,0.388
5.000,267.757,0.388
5.017,267.309,0.388
5.033,266.863,0.388
5.050,266.420,0.388
5.067,265.978,0.388
5.083,265.539,0.388
5.100,265.102,0.388
5.117,264.667,0.388
5.133,264.234,0.388
5.150,263.804,0.388
5.167,263.375,0.388
5.183,262.948,0.388
5.200,262.524,0.388
5.217,262.101,0.388
5.233,261.680,0.388
5.250,261.262,0.388
5.267,260.845,0.388
5.283,260.431,0.388
5.300,260.018,0.388
5.317,259.608,0.388
5.333,259.199,0.388
5.350,258.792,0.388
5.367,258.387,0.388
5.383,257.984,0.388
5.400,257.583,0.388
5.417,257.184,0.388
5.433,256.787,0.388
5.450,256.391,0.388
5.467,255.997,0.388
5.483,255.605,0.388
5.500,255.215,0.388
5.517,254.827,0.388
5.533,254.440,0.388
5.550,254.055,0.388
5.567,253.672,0.388
5.583,253.290,0.388
5.600,252.911,0.388
