1.050000000000000000e+01 1.866500000000000057e+02 7.690000000000000169e-01 1.777599999999999980e+01
9.592000000000000526e+00 1.889890000000000043e+02 3.880000000000000115e-01 1.970400000000000063e+01
8.762999999999999901e+00 1.913919999999999959e+02 3.880000000000000115e-01 2.183999999999999986e+01
8.010999999999999233e+00 1.939329999999999927e+02 3.880000000000000115e-01 2.420799999999999841e+01
7.325000000000000178e+00 1.965399999999999920e+02 3.880000000000000115e-01 2.683299999999999841e+01
6.700000000000000178e+00 1.992789999999999964e+02 3.880000000000000115e-01 2.974299999999999855e+01
6.131999999999999673e+00 2.021459999999999866e+02 3.880000000000000115e-01 3.296800000000000352e+01
5.613000000000000433e+00 2.051179999999999950e+02 3.880000000000000115e-01 3.654200000000000159e+01
5.139999999999999680e+00 2.081889999999999930e+02 3.880000000000000115e-01 4.050500000000000256e+01
4.708000000000000185e+00 2.113899999999999864e+02 3.880000000000000115e-01 4.489699999999999847e+01
4.315000000000000391e+00 2.147239999999999895e+02 3.880000000000000115e-01 4.976500000000000057e+01
3.955999999999999961e+00 2.181949999999999932e+02 3.880000000000000115e-01 5.516100000000000136e+01
3.628000000000000114e+00 2.218050000000000068e+02 3.880000000000000115e-01 6.114200000000000301e+01
3.327999999999999847e+00 2.255560000000000116e+02 3.880000000000000115e-01 6.777200000000000557e+01
3.055000000000000160e+00 2.294590000000000032e+02 3.880000000000000115e-01 7.512000000000000455e+01
2.803999999999999826e+00 2.335130000000000052e+02 3.880000000000000115e-01 8.326500000000000057e+01
2.576000000000000068e+00 2.377239999999999895e+02 3.880000000000000115e-01 9.229399999999999693e+01
2.366999999999999993e+00 2.421140000000000043e+02 3.880000000000000115e-01 1.023010000000000019e+02
2.174999999999999822e+00 2.466560000000000059e+02 3.880000000000000115e-01 1.133940000000000055e+02
2.000000000000000000e+00 2.513779999999999859e+02 7.690000000000000169e-01 1.256889999999999930e+02
