2.280000000000000071e+01 1.343009999999999877e+02 7.690000000000000169e-01 5.889999999999999680e+00
2.087099999999999866e+01 1.380149999999999864e+02 3.880000000000000115e-01 6.613000000000000433e+00
1.912099999999999866e+01 1.419559999999999889e+02 3.880000000000000115e-01 7.424000000000000377e+00
1.751899999999999835e+01 1.460140000000000100e+02 3.880000000000000115e-01 8.335000000000000853e+00
1.605900000000000105e+01 1.502580000000000098e+02 3.880000000000000115e-01 9.356999999999999318e+00
1.472499999999999964e+01 1.546740000000000066e+02 3.880000000000000115e-01 1.050500000000000078e+01
1.350200000000000067e+01 1.592280000000000086e+02 3.880000000000000115e-01 1.179299999999999926e+01
1.238799999999999990e+01 1.640169999999999959e+02 3.880000000000000115e-01 1.323900000000000077e+01
1.137199999999999989e+01 1.690209999999999866e+02 3.880000000000000115e-01 1.486299999999999955e+01
1.043800000000000061e+01 1.741699999999999875e+02 3.880000000000000115e-01 1.668599999999999994e+01
9.583999999999999631e+00 1.795339999999999918e+02 3.880000000000000115e-01 1.873300000000000054e+01
8.804000000000000270e+00 1.851529999999999916e+02 3.880000000000000115e-01 2.103099999999999881e+01
8.089000000000000412e+00 1.909790000000000134e+02 3.880000000000000115e-01 2.360999999999999943e+01
7.434000000000000163e+00 1.970349999999999966e+02 3.880000000000000115e-01 2.650600000000000023e+01
6.833000000000000185e+00 2.033389999999999986e+02 3.880000000000000115e-01 2.975700000000000145e+01
6.283000000000000362e+00 2.098890000000000100e+02 3.880000000000000115e-01 3.340699999999999648e+01
5.777999999999999581e+00 2.167009999999999934e+02 3.880000000000000115e-01 3.750500000000000256e+01
5.315000000000000391e+00 2.237899999999999920e+02 3.880000000000000115e-01 4.210499999999999687e+01
4.889999999999999680e+00 2.311450000000000102e+02 3.880000000000000115e-01 4.726899999999999835e+01
4.500000000000000000e+00 2.388029999999999973e+02 7.690000000000000169e-01 5.306700000000000017e+01
