2.000000000000000000e+01 1.499339999999999975e+02 7.690000000000000169e-01 7.496999999999999886e+00
1.855499999999999972e+01 1.537040000000000077e+02 3.880000000000000115e-01 8.284000000000000696e+00
1.722899999999999920e+01 1.577090000000000032e+02 3.880000000000000115e-01 9.153999999999999915e+00
1.599399999999999977e+01 1.617779999999999916e+02 3.880000000000000115e-01 1.011500000000000021e+01
1.485100000000000087e+01 1.659950000000000045e+02 3.880000000000000115e-01 1.117699999999999960e+01
1.379400000000000048e+01 1.703609999999999900e+02 3.880000000000000115e-01 1.235100000000000087e+01
1.281199999999999939e+01 1.748480000000000132e+02 3.880000000000000115e-01 1.364799999999999969e+01
1.190499999999999936e+01 1.795420000000000016e+02 3.880000000000000115e-01 1.508099999999999952e+01
1.106499999999999950e+01 1.843899999999999864e+02 3.880000000000000115e-01 1.666400000000000148e+01
1.028400000000000070e+01 1.893789999999999907e+02 3.880000000000000115e-01 1.841400000000000148e+01
9.560999999999999943e+00 1.945509999999999877e+02 3.880000000000000115e-01 2.034799999999999898e+01
8.891000000000000014e+00 1.998990000000000009e+02 3.880000000000000115e-01 2.248400000000000176e+01
8.269000000000000128e+00 2.054420000000000073e+02 3.880000000000000115e-01 2.484499999999999886e+01
7.690999999999999837e+00 2.111620000000000061e+02 3.880000000000000115e-01 2.745400000000000063e+01
7.155999999999999694e+00 2.170819999999999936e+02 3.880000000000000115e-01 3.033699999999999974e+01
6.658999999999999808e+00 2.232119999999999891e+02 3.880000000000000115e-01 3.352199999999999847e+01
6.197000000000000064e+00 2.295500000000000114e+02 3.880000000000000115e-01 3.704200000000000159e+01
5.767999999999999794e+00 2.361150000000000091e+02 3.880000000000000115e-01 4.093200000000000216e+01
5.370000000000000107e+00 2.428919999999999959e+02 3.880000000000000115e-01 4.522999999999999687e+01
5.000000000000000000e+00 2.498969999999999914e+02 7.690000000000000169e-01 4.997899999999999920e+01
