1.900000000000000000e+01 1.677419999999999902e+02 7.690000000000000169e-01 8.829000000000000625e+00
1.710999999999999943e+01 1.728379999999999939e+02 3.880000000000000115e-01 1.010200000000000031e+01
1.541499999999999915e+01 1.781790000000000020e+02 3.880000000000000115e-01 1.155899999999999928e+01
1.389600000000000080e+01 1.837820000000000107e+02 3.880000000000000115e-01 1.322600000000000087e+01
1.253100000000000058e+01 1.896339999999999861e+02 3.880000000000000115e-01 1.513299999999999912e+01
1.130700000000000038e+01 1.958000000000000114e+02 3.880000000000000115e-01 1.731599999999999895e+01
1.020700000000000074e+01 2.022419999999999902e+02 3.880000000000000115e-01 1.981299999999999883e+01
9.218999999999999417e+00 2.089970000000000141e+02 3.880000000000000115e-01 2.267099999999999937e+01
8.330000000000000071e+00 2.160800000000000125e+02 3.880000000000000115e-01 2.594099999999999895e+01
7.528999999999999915e+00 2.234780000000000086e+02 3.880000000000000115e-01 2.968199999999999861e+01
6.809000000000000163e+00 2.312410000000000139e+02 3.880000000000000115e-01 3.396300000000000097e+01
6.160000000000000142e+00 2.393729999999999905e+02 3.880000000000000115e-01 3.886099999999999710e+01
5.575000000000000178e+00 2.478799999999999955e+02 3.880000000000000115e-01 4.446600000000000108e+01
5.046999999999999709e+00 2.567839999999999918e+02 3.880000000000000115e-01 5.087899999999999778e+01
4.570999999999999730e+00 2.661129999999999995e+02 3.880000000000000115e-01 5.821699999999999875e+01
4.141000000000000014e+00 2.758700000000000045e+02 3.880000000000000115e-01 6.661400000000000432e+01
3.754000000000000004e+00 2.861009999999999991e+02 3.880000000000000115e-01 7.622100000000000364e+01
3.403000000000000025e+00 2.968020000000000209e+02 3.880000000000000115e-01 8.721399999999999864e+01
3.085999999999999854e+00 3.079879999999999995e+02 3.880000000000000115e-01 9.979300000000000637e+01
2.799999999999999822e+00 3.197200000000000273e+02 7.690000000000000169e-01 1.141860000000000070e+02
