1.850000000000000000e+01 1.497230000000000132e+02 7.690000000000000169e-01 8.092999999999999972e+00
1.787500000000000000e+01 1.527069999999999936e+02 3.880000000000000115e-01 8.542999999999999261e+00
1.725900000000000034e+01 1.556450000000000102e+02 3.880000000000000115e-01 9.018000000000000682e+00
1.665299999999999869e+01 1.585300000000000011e+02 3.880000000000000115e-01 9.519999999999999574e+00
1.605999999999999872e+01 1.613899999999999864e+02 3.880000000000000115e-01 1.004899999999999949e+01
1.547899999999999920e+01 1.641970000000000027e+02 3.880000000000000115e-01 1.060800000000000054e+01
1.491000000000000014e+01 1.669559999999999889e+02 3.880000000000000115e-01 1.119800000000000040e+01
1.435200000000000031e+01 1.696500000000000057e+02 3.880000000000000115e-01 1.182099999999999973e+01
1.380700000000000038e+01 1.722800000000000011e+02 3.880000000000000115e-01 1.247799999999999976e+01
1.327399999999999913e+01 1.748389999999999986e+02 3.880000000000000115e-01 1.317200000000000060e+01
1.275399999999999956e+01 1.773360000000000127e+02 3.880000000000000115e-01 1.390399999999999991e+01
1.224799999999999933e+01 1.797649999999999864e+02 3.880000000000000115e-01 1.467699999999999960e+01
1.175500000000000078e+01 1.821320000000000050e+02 3.880000000000000115e-01 1.549399999999999977e+01
1.127599999999999980e+01 1.844259999999999877e+02 3.880000000000000115e-01 1.635500000000000043e+01
1.081199999999999939e+01 1.866620000000000061e+02 3.880000000000000115e-01 1.726500000000000057e+01
1.036200000000000010e+01 1.888400000000000034e+02 3.880000000000000115e-01 1.822500000000000142e+01
9.926000000000000156e+00 1.909509999999999934e+02 3.880000000000000115e-01 1.923799999999999955e+01
9.503000000000000114e+00 1.929900000000000091e+02 3.880000000000000115e-01 2.030799999999999983e+01
9.095000000000000639e+00 1.949619999999999891e+02 3.880000000000000115e-01 2.143700000000000117e+01
8.699999999999999289e+00 1.968750000000000000e+02 7.690000000000000169e-01 2.262900000000000134e+01
