# Frequency,Velocity,Velstd 
#  coords,(-3.0, -5.0),(24.0, 20.0)
2.800,319.720,0.769
2.817,318.989,0.409
2.833,318.265,0.402
2.850,317.546,0.396
2.867,316.835,0.390
2.883,316.129,0.388
2.900,315.429,0.388
2.917,314.736,0.388
2.933,314.048,0.388
2.950,313.366,0.388
2.967,312.690,0.388
2.983,312.020,0.388
3.000,311.355,0.388
3.017,310.696,0.388
3.033,310.042,0.388
3.050,309.394,0.388
3.067,308.751,0.388
3.083,308.113,0.388
3.100,307.481,0.388
3.117,306.853,0.388
3.133,306.231,0.388
3.150,305.613,0.388
3.167,305.000,0.388
3.183,304.392,0.388
3.200,303.789,0.388
3.217,303.191,0.388
3.233,302.597,0.388
3.250,302.008,0.388
3.267,301.423,0.388
3.283,300.843,0.388
3.300,300.267,0.388
3.317,299.695,0.388
3.333,299.128,0.388
3.350,298.565,0.388
3.367,298.006,0.388
3.383,297.452,0.388
3.400,296.901,0.388
3.417,296.354,0.388
3.433,295.812,0.388
3.450,295.273,0.388
3.467,294.738,0.388
3.483,294.207,0.388
3.500,293.680,0.388
3.517,293.157,0.388
3.533,292.637,0.388
3.550,292.121,0.388
3.567,291.608,0.388
3.583,291.099,0.388
3.600,290.594,0.388
3.617,290.092,0.388
3.633,289.593,0.388
3.650,289.098,0.388
3.667,288.607,0.388
3.683,288.118,0.388
3.700,287.633,0.388
3.717,287.151,0.388
3.733,286.673,0.388
3.750,286.198,0.388
3.767,285.725,0.388
3.783,285.256,0.388
3.800,284.790,0.388
3.817,284.328,0.388
3.833,283.868,0.388
3.850,283.411,0.388
3.867,282.957,0.388
3.883,282.506,0.388
3.900,282.058,0.388
3.917,281.613,0.388
3.933,281.170,0.388
3.950,280.731,0.388
3.967,280.294,0.388
3.983,279.860,0.388
4.000,279.429,0.388
4.017,279.000,0.388
4.033,278.574,0.388
4.050,278.151,0.388
4.067,277.730,0.388
4.083,277.312,0.388
4.100,276.896,0.388
4.117,276.483,0.388
4.133,276.073,0.388
4.150,275.665,0.388
4.167,275.259,0.388
4.183,274.856,0.388
4.200,274.455,0.388
4.217,274.057,0.388
4.233,273.661,0.388
4.250,273.267,0.388
4.267,272.876,0.388
4.283,272.487,0.388
4.300,272.100,0.388
4.317,271.716,0.388
4.333,271.333,0.388
4.350,270.953,0.388
4.367,270.575,0.388
4.383,270.199,0.388
4.400,269.825,0.388
4.417,269.454,0.388
4.433,269.084,0.388
4.450,268.717,0.388
4.467,268.351,0.388
4.483,267.988,0.388
4.500,267.627,0.388
4.517,267.267,0.388
4.533,266.910,0.388
4.550,266.555,0.388
4.567,266.201,0.388
4.583,265.850,0.388
4.600,265.500,0.388
4.617,265.153,0.388
4.633,264.807,0.388
4.650,264.463,0.388
4.667,264.121,0.388
4.683,263.781,0.388
4.700,263.442,0.388
4.717,263.106,0.388
4.733,262.771,0.388
4.750,262.438,0.388
4.767,262.107,0.388
4.783,261.777,0.388
4.800,261.449,0.388
4.817,261.123,0.388
4.833,260.799,0.388
4.850,260.476,0.388
4.867,260.155,0.388
4.883,259.836,0.388
4.900,259.518,0.388
4.917,259.202,0.388
4.933,258.888,0.388
4.950,258.575,0.388
4.967,258.264,0.388
4.983,257.954,0.388
5.000,257.646,0.388
5.017,257.339,0.388
5.033,257.034,0.388
5.050,256.730,0.388
5.067,256.428,0.388
5.083,256.128,0.388
5.100,255.828,0.388
5.117,255.531,0.388
5.133,255.234,0.388
5.150,254.940,0.388
5.167,254.646,0.388
5.183,254.354,0.388
5.200,254.064,0.388
5.217,253.775,0.388
5.233,253.487,0.388
5.250,253.201,0.388
