# Frequency,Velocity,Velstd 
#  coords,(0.0, 0.0),(0.0, 15.0)
4.500,215.178,0.769
4.517,214.995,0.409
4.533,214.812,0.402
4.550,214.630,0.396
4.567,214.450,0.390
4.583,214.270,0.388
4.600,214.091,0.388
4.617,213.914,0.388
4.633,213.737,0.388
4.650,213.561,0.388
4.667,213.386,0.388
4.683,213.212,0.388
4.700,213.039,0.388
4.717,212.867,0.388
4.733,212.696,0.388
4.750,212.525,0.388
4.767,212.356,0.388
4.783,212.187,0.388
4.800,212.020,0.388
4.817,211.853,0.388
4.833,211.687,0.388
4.850,211.522,0.388
4.867,211.358,0.388
4.883,211.195,0.388
4.900,211.032,0.388
4.917,210.871,0.388
4.933,210.710,0.388
4.950,210.550,0.388
4.967,210.390,0.388
4.983,210.232,0.388
5.000,210.074,0.388
5.017,209.917,0.388
5.033,209.761,0.388
5.050,209.606,0.388
5.067,209.451,0.388
5.083,209.297,0.388
5.100,209.144,0.388
5.117,208.992,0.388
5.133,208.840,0.388
5.150,208.689,0.388
5.167,208.539,0.388
5.183,208.390,0.388
5.200,208.241,0.388
5.217,208.093,0.388
5.233,207.946,0.388
5.250,207.800,0.388
5.267,207.654,0.388
5.283,207.509,0.388
5.300,207.364,0.388
5.317,207.220,0.388
5.333,207.077,0.388
5.350,206.935,0.388
5.367,206.793,0.388
5.383,206.652,0.388
5.400,206.511,0.388
5.417,206.371,0.388
5.433,206.232,0.388
5.450,206.094,0.388
5.467,205.956,0.388
5.483,205.818,0.388
5.500,205.682,0.388
5.517,205.546,0.388
5.533,205.410,0.388
5.550,205.276,0.388
5.567,205.142,0.388
5.583,205.008,0.388
5.600,204.875,0.388
5.617,204.743,0.388
5.633,204.611,0.388
5.650,204.480,0.388
5.667,204.349,0.388
5.683,204.219,0.388
5.700,204.090,0.388
5.717,203.961,0.388
5.733,203.832,0.388
5.750,203.705,0.388
5.767,203.577,0.388
5.783,203.451,0.388
5.800,203.325,0.388
5.817,203.199,0.388
5.833,203.074,0.388
5.850,202.950,0.388
5.867,202.826,0.388
5.883,202.702,0.388
5.900,202.579,0.388
5.917,202.457,0.388
5.933,202.335,0.388
5.950,202.214,0.388
5.967,202.093,0.388
5.983,201.973,0.388
6.000,201.853,0.388
6.017,201.734,0.388
6.033,201.615,0.388
6.050,201.497,0.388
6.067,201.379,0.388
6.083,201.261,0.388
6.100,201.145,0.388
6.117,201.028,0.388
6.133,200.913,0.388
6.150,200.797,0.388
6.167,200.682,0.388
6.183,200.568,0.388
6.200,200.454,0.388
6.217,200.341,0.388
6.233,200.228,0.388
6.250,200.115,0.388
6.267,200.003,0.388
6.283,199.891,0.388
6.300,199.780,0.388
6.317,199.669,0.388
6.333,199.559,0.388
6.350,199.449,0.388
6.367,199.339,0.388
6.383,199.230,0.388
6.400,199.121,0.388
6.417,199.013,0.388
6.433,198.905,0.388
6.450,198.798,0.388
6.467,198.691,0.388
6.483,198.584,0.388
6.500,198.478,0.388
6.517,198.372,0.388
6.533,198.267,0.388
6.550,198.162,0.388
6.567,198.057,0.388
6.583,197.953,0.388
6.600,197.849,0.388
6.617,197.746,0.388
6.633,197.643,0.388
6.650,197.540,0.388
6.667,197.438,0.388
6.683,197.336,0.388
6.700,197.235,0.388
6.717,197.134,0.388
6.733,197.033,0.388
6.750,196.933,0.388
6.767,196.833,0.388
6.783,196.733,0.388
6.800,196.634,0.388
6.817,196.535,0.388
6.833,196.436,0.388
6.850,196.338,0.388
6.867,196.241,0.388
