# Frequency,Velocity,Velstd 
#  coords,(24.0, -5.0),(24.0, 20.0)
3.000,290.314,0.769
3.017,289.939,0.409
3.033,289.567,0.402
3.050,289.199,0.396
3.067,288.833,0.390
3.083,288.470,0.388
3.100,288.110,0.388
3.117,287.753,0.388
3.133,287.399,0.388
3.150,287.048,0.388
3.167,286.699,0.388
3.183,286.353,0.388
3.200,286.010,0.388
3.217,285.669,0.388
3.233,285.331,0.388
3.250,284.996,0.388
3.267,284.663,0.388
3.283,284.333,0.388
3.300,284.005,0.388
3.317,283.680,0.388
3.333,283.357,0.388
3.350,283.037,0.388
3.367,282.719,0.388
3.383,282.403,0.388
3.400,282.089,0.388
3.417,281.778,0.388
3.433,281.469,0.388
3.450,281.163,0.388
3.467,280.858,0.388
3.483,280.556,0.388
3.500,280.256,0.388
3.517,279.958,0.388
3.533,279.662,0.388
3.550,279.368,0.388
3.567,279.076,0.388
3.583,278.787,0.388
3.600,278.499,0.388
3.617,278.213,0.388
3.633,277.929,0.388
3.650,277.648,0.388
3.667,277.368,0.388
3.683,277.090,0.388
3.700,276.814,0.388
3.717,276.540,0.388
3.733,276.267,0.388
3.750,275.997,0.388
3.767,275.728,0.388
3.783,275.461,0.388
3.800,275.196,0.388
3.817,274.932,0.388
3.833,274.670,0.388
3.850,274.410,0.388
3.867,274.152,0.388
3.883,273.895,0.388
3.900,273.640,0.388
3.917,273.387,0.388
3.933,273.135,0.388
3.950,272.885,0.388
3.967,272.636,0.388
3.983,272.389,0.388
4.000,272.144,0.388
4.017,271.900,0.388
4.033,271.657,0.388
4.050,271.416,0.388
4.067,271.177,0.388
4.083,270.939,0.388
4.100,270.702,0.388
4.117,270.467,0.388
4.133,270.233,0.388
4.150,270.001,0.388
4.167,269.770,0.388
4.183,269.540,0.388
4.200,269.312,0.388
4.217,269.086,0.388
4.233,268.860,0.388
4.250,268.636,0.388
4.267,268.413,0.388
4.283,268.192,0.388
4.300,267.972,0.388
4.317,267.753,0.388
4.333,267.535,0.388
4.350,267.319,0.388
4.367,267.104,0.388
4.383,266.890,0.388
4.400,266.678,0.388
4.417,266.466,0.388
4.433,266.256,0.388
4.450,266.047,0.388
4.467,265.839,0.388
4.483,265.632,0.388
4.500,265.427,0.388
4.517,265.222,0.388
4.533,265.019,0.388
4.550,264.817,0.388
4.567,264.616,0.388
4.583,264.416,0.388
4.600,264.217,0.388
4.617,264.019,0.388
4.633,263.822,0.388
4.650,263.626,0.388
4.667,263.432,0.388
4.683,263.238,0.388
4.700,263.045,0.388
4.717,262.854,0.388
4.733,262.663,0.388
4.750,262.473,0.388
4.767,262.285,0.388
4.783,262.097,0.388
4.800,261.910,0.388
4.817,261.725,0.388
4.833,261.540,0.388
4.850,261.356,0.388
4.867,261.173,0.388
4.883,260.992,0.388
4.900,260.811,0.388
4.917,260.631,0.388
4.933,260.452,0.388
4.950,260.274,0.388
4.967,260.096,0.388
4.983,259.920,0.388
5.000,259.745,0.388
5.017,259.570,0.388
5.033,259.396,0.388
5.050,259.223,0.388
5.067,259.051,0.388
5.083,258.880,0.388
5.100,258.709,0.388
5.117,258.539,0.388
5.133,258.371,0.388
5.150,258.203,0.388
5.167,258.036,0.388
5.183,257.869,0.388
5.200,257.704,0.388
5.217,257.539,0.388
5.233,257.375,0.388
5.250,257.212,0.388
5.267,257.049,0.388
5.283,256.887,0.388
5.300,256.726,0.388
5.317,256.566,0.388
5.333,256.407,0.388
5.350,256.248,0.388
5.367,256.090,0.388
5.383,255.933,0.388
5.400,255.776,0.388
5.417,255.621,0.388
5.433,255.466,0.388
5.450,255.311,0.388
5.467,255.158,0.388
5.483,255.005,0.388
5.500,254.852,0.388
5.517,254.701,0.388
5.533,254.550,0.388
5.550,254.400,0.388
5.567,254.250,0.388
5.583,254.102,0.388
5.600,253.953,0.388
5.617,253.806,0.388
5.633,253.659,0.388
5.650,253.513,0.388
5.667,253.368,0.388
5.683,253.223,0.388
5.700,253.079,0.388
5.717,252.935,0.388
5.733,252.792,0.388
5.750,252.650,0.388
5.767,252.509,0.388
5.783,252.368,0.388
5.800,252.227,0.388
5.817,252.088,0.388
5.833,251.948,0.388
5.850,251.810,0.388
5.867,251.672,0.388
5.883,251.535,0.388
5.900,251.398,0.388
5.917,251.262,0.388
5.933,251.126,0.388
5.950,250.991,0.388
5.967,250.857,0.388
5.983,250.723,0.388
6.000,250.590,0.388
6.017,250.457,0.388
6.033,250.325,0.388
6.050,250.194,0.388
6.067,250.063,0.388
6.083,249.932,0.388
6.100,249.802,0.388
6.117,249.673,0.388
6.133,249.544,0.388
6.150,249.416,0.388
6.167,249.288,0.388
6.183,249.161,0.388
6.200,249.034,0.388
