# Frequency,Velocity,Velstd 
#  coords,(0.0, -12.0),(15.0, -12.0)
6.300,245.909,0.769
6.317,245.526,0.409
6.333,245.145,0.402
6.350,244.765,0.396
6.367,244.386,0.390
6.383,244.009,0.388
6.400,243.634,0.388
6.417,243.259,0.388
6.433,242.887,0.388
6.450,242.516,0.388
6.467,242.146,0.388
6.483,241.778,0.388
6.500,241.411,0.388
6.517,241.045,0.388
6.533,240.681,0.388
6.550,240.318,0.388
6.567,239.957,0.388
6.583,239.597,0.388
6.600,239.239,0.388
6.617,238.881,0.388
6.633,238.526,0.388
6.650,238.171,0.388
6.667,237.818,0.388
6.683,237.466,0.388
6.700,237.116,0.388
6.717,236.767,0.388
6.733,236.419,0.388
6.750,236.072,0.388
6.767,235.727,0.388
6.783,235.382,0.388
6.800,235.040,0.388
6.817,234.698,0.388
6.833,234.358,0.388
6.850,234.019,0.388
6.867,233.681,0.388
6.883,233.344,0.388
6.900,233.009,0.388
6.917,232.675,0.388
6.933,232.342,0.388
6.950,232.010,0.388
6.967,231.679,0.388
6.983,231.350,0.388
7.000,231.022,0.388
7.017,230.694,0.388
7.033,230.368,0.388
7.050,230.044,0.388
7.067,229.720,0.388
7.083,229.398,0.388
7.100,229.077,0.388
7.117,228.756,0.388
7.133,228.437,0.388
7.150,228.119,0.388
7.167,227.802,0.388
7.183,227.487,0.388
7.200,227.172,0.388
7.217,226.858,0.388
7.233,226.546,0.388
7.250,226.235,0.388
7.267,225.925,0.388
7.283,225.616,0.388
7.300,225.307,0.388
7.317,225.000,0.388
7.333,224.694,0.388
7.350,224.389,0.388
7.367,224.086,0.388
7.383,223.783,0.388
7.400,223.481,0.388
7.417,223.180,0.388
7.433,222.881,0.388
7.450,222.582,0.388
7.467,222.284,0.388
7.483,221.987,0.388
7.500,221.691,0.388
7.517,221.397,0.388
7.533,221.103,0.388
7.550,220.810,0.388
7.567,220.518,0.388
7.583,220.227,0.388
7.600,219.937,0.388
7.617,219.648,0.388
7.633,219.360,0.388
7.650,219.073,0.388
7.667,218.787,0.388
7.683,218.502,0.388
7.700,218.218,0.388
7.717,217.934,0.388
7.733,217.652,0.388
7.750,217.370,0.388
7.767,217.090,0.388
7.783,216.810,0.388
7.800,216.531,0.388
7.817,216.253,0.388
7.833,215.976,0.388
7.850,215.700,0.388
7.867,215.425,0.388
7.883,215.150,0.388
7.900,214.877,0.388
7.917,214.604,0.388
7.933,214.332,0.388
7.950,214.061,0.388
7.967,213.791,0.388
7.983,213.522,0.388
8.000,213.253,0.388
8.017,212.986,0.388
8.033,212.719,0.388
8.050,212.453,0.388
8.067,212.188,0.388
8.083,211.923,0.388
8.100,211.660,0.388
8.117,211.397,0.388
8.133,211.136,0.388
8.150,210.875,0.388
8.167,210.614,0.388
8.183,210.355,0.388
8.200,210.096,0.388
8.217,209.838,0.388
8.233,209.581,0.388
8.250,209.325,0.388
8.267,209.069,0.388
8.283,208.815,0.388
8.300,208.561,0.388
8.317,208.307,0.388
8.333,208.055,0.388
8.350,207.803,0.388
8.367,207.552,0.388
8.383,207.302,0.388
8.400,207.052,0.388
8.417,206.804,0.388
8.433,206.556,0.388
8.450,206.308,0.388
8.467,206.062,0.388
8.483,205.816,0.388
8.500,205.571,0.388
8.517,205.327,0.388
8.533,205.083,0.388
8.550,204.840,0.388
8.567,204.598,0.388
8.583,204.356,0.388
8.600,204.115,0.388
8.617,203.875,0.388
8.633,203.635,0.388
8.650,203.397,0.388
8.667,203.159,0.388
8.683,202.921,0.388
8.700,202.684,0.388
8.717,202.448,0.388
8.733,202.213,0.388
8.750,201.978,0.388
8.767,201.744,0.388
8.783,201.511,0.388
8.800,201.278,0.388
8.817,201.046,0.388
8.833,200.814,0.388
8.850,200.583,0.388
8.867,200.353,0.388
8.883,200.124,0.388
