# Frequency,Velocity,Velstd 
#  coords,(1.45, 11.84),(12.8, 12.719999999999999)
7.511,233.989,0.769
7.533,233.696,0.409
7.556,233.404,0.402
7.578,233.114,0.396
7.600,232.825,0.390
7.622,232.537,0.388
7.644,232.250,0.388
7.667,231.965,0.388
7.689,231.681,0.388
7.711,231.398,0.388
7.733,231.116,0.388
7.756,230.835,0.388
7.778,230.556,0.388
7.800,230.278,0.388
7.822,230.001,0.388
7.844,229.725,0.388
7.867,229.451,0.388
7.889,229.177,0.388
7.911,228.905,0.388
7.933,228.633,0.388
7.956,228.363,0.388
7.978,228.094,0.388
8.000,227.826,0.388
8.022,227.560,0.388
8.044,227.294,0.388
8.067,227.029,0.388
8.089,226.766,0.388
8.111,226.503,0.388
8.133,226.242,0.388
8.156,225.982,0.388
8.178,225.723,0.388
8.200,225.465,0.388
8.222,225.207,0.388
8.244,224.951,0.388
8.267,224.696,0.388
8.289,224.442,0.388
8.311,224.189,0.388
8.333,223.937,0.388
8.356,223.686,0.388
8.378,223.436,0.388
8.400,223.187,0.388
8.422,222.939,0.388
8.444,222.692,0.388
8.467,222.446,0.388
8.489,222.201,0.388
8.511,221.957,0.388
8.533,221.714,0.388
8.556,221.471,0.388
8.578,221.230,0.388
8.600,220.990,0.388
8.622,220.750,0.388
8.644,220.512,0.388
8.667,220.274,0.388
8.689,220.037,0.388
8.711,219.801,0.388
8.733,219.566,0.388
8.756,219.332,0.388
8.778,219.099,0.388
8.800,218.867,0.388
8.822,218.636,0.388
8.844,218.405,0.388
8.867,218.176,0.388
8.889,217.947,0.388
8.911,217.719,0.388
8.933,217.492,0.388
8.956,217.266,0.388
8.978,217.040,0.388
9.000,216.816,0.388
9.022,216.592,0.388
9.044,216.369,0.388
9.067,216.147,0.388
9.089,215.926,0.388
9.111,215.705,0.388
9.133,215.486,0.388
9.156,215.267,0.388
9.178,215.049,0.388
9.200,214.832,0.388
9.222,214.615,0.388
9.244,214.400,0.388
9.267,214.185,0.388
9.289,213.971,0.388
9.311,213.758,0.388
9.333,213.545,0.388
9.356,213.333,0.388
9.378,213.122,0.388
9.400,212.912,0.388
9.422,212.702,0.388
9.444,212.493,0.388
9.467,212.285,0.388
9.489,212.078,0.388
9.511,211.871,0.388
9.533,211.665,0.388
9.556,211.460,0.388
9.578,211.256,0.388
9.600,211.052,0.388
9.622,210.849,0.388
9.644,210.647,0.388
9.667,210.445,0.388
9.689,210.244,0.388
9.711,210.044,0.388
9.733,209.845,0.388
9.756,209.646,0.388
9.778,209.448,0.388
9.800,209.250,0.388
9.822,209.053,0.388
9.844,208.857,0.388
9.867,208.662,0.388
9.889,208.467,0.388
9.911,208.272,0.388
9.933,208.079,0.388
9.956,207.886,0.388
9.978,207.694,0.388
10.000,207.502,0.388
10.022,207.311,0.388
10.044,207.121,0.388
10.067,206.931,0.388
10.089,206.742,0.388
10.111,206.554,0.388
10.133,206.366,0.388
10.156,206.179,0.388
10.178,205.993,0.388
10.200,205.807,0.388
10.222,205.621,0.388
10.244,205.436,0.388
10.267,205.252,0.388
10.289,205.069,0.388
10.311,204.886,0.388
10.333,204.703,0.388
10.356,204.522,0.388
10.378,204.341,0.388
10.400,204.160,0.388
10.422,203.980,0.388
10.444,203.800,0.388
10.467,203.622,0.388
10.489,203.443,0.388
10.511,203.266,0.388
10.533,203.088,0.388
10.556,202.912,0.388
10.578,202.736,0.388
10.600,202.560,0.388
10.622,202.385,0.388
10.644,202.211,0.388
10.667,202.037,0.388
10.689,201.864,0.388
10.711,201.691,0.388
10.733,201.519,0.388
10.756,201.347,0.388
10.778,201.176,0.388
10.800,201.006,0.388
10.822,200.835,0.388
10.844,200.666,0.388
10.867,200.497,0.388
10.889,200.328,0.388
10.911,200.160,0.388
10.933,199.993,0.388
10.956,199.826,0.388
10.978,199.659,0.388
11.000,199.493,0.388
11.022,199.328,0.388
11.044,199.163,0.388
11.067,198.998,0.388
11.089,198.834,0.388
11.111,198.671,0.388
11.133,198.508,0.388
11.156,198.345,0.388
11.178,198.183,0.388
11.200,198.022,0.388
11.222,197.861,0.388
11.244,197.700,0.388
11.267,197.540,0.388
11.289,197.380,0.388
11.311,197.221,0.388
11.333,197.062,0.388
11.356,196.904,0.388
11.378,196.746,0.388
11.400,196.589,0.388
11.422,196.432,0.388
11.444,196.276,0.388
11.467,196.120,0.388
11.489,195.964,0.388
11.511,195.809,0.388
11.533,195.655,0.388
11.556,195.501,0.388
11.578,195.347,0.388
11.600,195.194,0.388
11.622,195.041,0.388
11.644,194.889,0.388
11.667,194.737,0.388
11.689,194.585,0.388
11.711,194.434,0.388
11.733,194.284,0.388
11.756,194.134,0.388
11.778,193.984,0.388
11.800,193.834,0.388
11.822,193.685,0.388
11.844,193.537,0.388
11.867,193.389,0.388
11.889,193.241,0.388
11.911,193.094,0.388
11.933,192.947,0.388
11.956,192.801,0.388
11.978,192.655,0.388
12.000,192.509,0.388
12.022,192.364,0.388
12.044,192.219,0.388
12.067,192.074,0.388
12.089,191.930,0.388
12.111,191.786,0.388
12.133,191.643,0.388
12.156,191.500,0.388
12.178,191.357,0.388
12.200,191.215,0.388
12.222,191.073,0.388
12.244,190.931,0.388
12.267,190.790,0.388
12.289,190.649,0.388
12.311,190.509,0.388
12.333,190.369,0.388
12.356,190.230,0.388
12.378,190.090,0.388
12.400,189.952,0.388
12.422,189.813,0.388
12.444,189.675,0.388
12.467,189.537,0.388
12.489,189.399,0.388
12.511,189.262,0.388
12.533,189.125,0.388
12.556,188.989,0.388
12.578,188.853,0.388
12.600,188.717,0.388
12.622,188.582,0.388
12.644,188.447,0.388
12.667,188.312,0.388
12.689,188.178,0.388
12.711,188.044,0.388
12.733,187.910,0.388
12.756,187.777,0.388
12.778,187.644,0.388
12.800,187.512,0.388
12.822,187.379,0.388
12.844,187.247,0.388
12.867,187.116,0.388
12.889,186.985,0.388
12.911,186.854,0.388
12.933,186.723,0.388
12.956,186.593,0.388
12.978,186.463,0.388
13.000,186.334,0.388
13.022,186.205,0.388
13.044,186.076,0.388
13.067,185.947,0.388
13.089,185.819,0.388
13.111,185.691,0.388
13.133,185.564,0.388
13.156,185.436,0.388
13.178,185.309,0.388
13.200,185.183,0.388
13.222,185.056,0.388
13.244,184.930,0.388
13.267,184.805,0.388
13.289,184.679,0.388
13.311,184.555,0.388
13.333,184.430,0.388
13.356,184.306,0.388
13.378,184.182,0.388
13.400,184.058,0.388
13.422,183.935,0.388
13.444,183.812,0.388
13.467,183.689,0.388
13.489,183.566,0.388
13.511,183.444,0.388
13.533,183.322,0.388
13.556,183.200,0.388
13.578,183.079,0.388
13.600,182.958,0.388
13.622,182.837,0.388
13.644,182.717,0.388
13.667,182.597,0.388
13.689,182.477,0.388
13.711,182.358,0.388
13.733,182.239,0.388
13.756,182.120,0.388
13.778,182.001,0.388
13.800,181.883,0.388
13.822,181.765,0.388
13.844,181.647,0.388
13.867,181.530,0.388
13.889,181.412,0.388
13.911,181.295,0.388
13.933,181.179,0.388
13.956,181.062,0.388
13.978,180.946,0.388
14.000,180.830,0.388
14.022,180.715,0.388
14.044,180.600,0.388
14.067,180.485,0.388
14.089,180.370,0.388
14.111,180.256,0.388
14.133,180.141,0.388
14.156,180.028,0.388
14.178,179.914,0.388
14.200,179.801,0.388
14.222,179.688,0.388
14.244,179.575,0.388
14.267,179.463,0.388
14.289,179.351,0.388
14.311,179.239,0.388
14.333,179.127,0.388
14.356,179.016,0.388
14.378,178.905,0.388
14.400,178.795,0.388
14.422,178.684,0.388
14.444,178.574,0.388
14.467,178.465,0.388
14.489,178.355,0.388
14.511,178.246,0.388
14.533,178.137,0.388
14.556,178.028,0.388
14.578,177.919,0.388
14.600,177.811,0.388
14.622,177.702,0.388
14.644,177.595,0.388
14.667,177.487,0.388
14.689,177.380,0.388
14.711,177.273,0.388
14.733,177.166,0.388
14.756,177.060,0.388
14.778,176.953,0.388
14.800,176.847,0.388
14.822,176.742,0.388
14.844,176.636,0.388
14.867,176.531,0.388
14.889,176.425,0.388
14.911,176.321,0.388
14.933,176.216,0.388
14.956,176.112,0.388
14.978,176.008,0.388
15.000,175.904,0.388
15.022,175.800,0.388
15.044,175.697,0.388
15.067,175.594,0.388
15.089,175.491,0.388
15.111,175.389,0.388
15.133,175.286,0.388
15.156,175.184,0.388
15.178,175.082,0.388
15.200,174.980,0.388
15.222,174.879,0.388
15.244,174.777,0.388
15.267,174.676,0.388
15.289,174.575,0.388
15.311,174.474,0.388
15.333,174.374,0.388
15.356,174.274,0.388
15.378,174.174,0.388
15.400,174.074,0.388
15.422,173.974,0.388
15.444,173.875,0.388
15.467,173.776,0.388
15.489,173.677,0.388
15.511,173.578,0.388
15.533,173.479,0.388
15.556,173.381,0.388
15.578,173.283,0.388
15.600,173.185,0.388
15.622,173.087,0.388
15.644,172.990,0.388
15.667,172.893,0.388
15.689,172.795,0.388
15.711,172.698,0.388
15.733,172.601,0.388
15.756,172.505,0.388
15.778,172.408,0.388
15.800,172.312,0.388
15.822,172.216,0.388
15.844,172.120,0.388
15.867,172.024,0.388
15.889,171.929,0.388
15.911,171.833,0.388
15.933,171.738,0.388
15.956,171.643,0.388
15.978,171.548,0.388
16.000,171.454,0.388
16.022,171.359,0.388
16.044,171.265,0.388
16.067,171.171,0.388
16.089,171.077,0.388
16.111,170.983,0.388
16.133,170.889,0.388
16.156,170.796,0.388
16.178,170.703,0.388
16.200,170.610,0.388
16.222,170.517,0.388
16.244,170.424,0.388
16.267,170.332,0.388
16.289,170.240,0.388
16.311,170.148,0.388
16.333,170.056,0.388
16.356,169.964,0.388
16.378,169.873,0.388
16.400,169.781,0.388
16.422,169.690,0.388
16.444,169.599,0.388
16.467,169.508,0.388
16.489,169.417,0.388
16.511,169.327,0.388
16.533,169.237,0.388
16.556,169.146,0.388
16.578,169.057,0.388
16.600,168.967,0.388
16.622,168.877,0.388
