# Frequency,Velocity,Velstd 
#  coords,(12.8, 21.22),(24.15, -0.08000000000000007)
3.000,242.656,0.769
3.022,242.230,0.409
3.044,241.808,0.402
3.067,241.392,0.396
3.089,240.979,0.390
3.111,240.572,0.388
3.133,240.168,0.388
3.156,239.769,0.388
3.178,239.374,0.388
3.200,238.983,0.388
3.222,238.597,0.388
3.244,238.214,0.388
3.267,237.835,0.388
3.289,237.460,0.388
3.311,237.089,0.388
3.333,236.722,0.388
3.356,236.358,0.388
3.378,235.998,0.388
3.400,235.641,0.388
3.422,235.288,0.388
3.444,234.938,0.388
3.467,234.592,0.388
3.489,234.249,0.388
3.511,233.909,0.388
3.533,233.572,0.388
3.556,233.239,0.388
3.578,232.908,0.388
3.600,232.581,0.388
3.622,232.257,0.388
3.644,231.936,0.388
3.667,231.617,0.388
3.689,231.302,0.388
3.711,230.989,0.388
3.733,230.679,0.388
3.756,230.372,0.388
3.778,230.068,0.388
3.800,229.766,0.388
3.822,229.467,0.388
3.844,229.171,0.388
3.867,228.877,0.388
3.889,228.586,0.388
3.911,228.297,0.388
3.933,228.010,0.388
3.956,227.726,0.388
3.978,227.444,0.388
4.000,227.165,0.388
4.022,226.888,0.388
4.044,226.613,0.388
4.067,226.341,0.388
4.089,226.071,0.388
4.111,225.803,0.388
4.133,225.538,0.388
4.156,225.274,0.388
4.178,225.013,0.388
4.200,224.753,0.388
4.222,224.496,0.388
4.244,224.241,0.388
4.267,223.987,0.388
4.289,223.736,0.388
4.311,223.487,0.388
4.333,223.240,0.388
4.356,222.994,0.388
4.378,222.751,0.388
4.400,222.509,0.388
4.422,222.269,0.388
4.444,222.031,0.388
4.467,221.795,0.388
4.489,221.560,0.388
4.511,221.327,0.388
4.533,221.096,0.388
4.556,220.867,0.388
4.578,220.639,0.388
4.600,220.413,0.388
4.622,220.189,0.388
4.644,219.966,0.388
4.667,219.745,0.388
4.689,219.525,0.388
4.711,219.307,0.388
4.733,219.090,0.388
4.756,218.875,0.388
4.778,218.661,0.388
4.800,218.449,0.388
4.822,218.239,0.388
4.844,218.030,0.388
4.867,217.822,0.388
4.889,217.615,0.388
4.911,217.410,0.388
4.933,217.207,0.388
4.956,217.004,0.388
4.978,216.803,0.388
5.000,216.604,0.388
5.022,216.406,0.388
5.044,216.209,0.388
5.067,216.013,0.388
5.089,215.818,0.388
5.111,215.625,0.388
5.133,215.433,0.388
5.156,215.242,0.388
5.178,215.053,0.388
5.200,214.865,0.388
5.222,214.678,0.388
5.244,214.492,0.388
5.267,214.307,0.388
5.289,214.123,0.388
5.311,213.941,0.388
5.333,213.760,0.388
5.356,213.579,0.388
5.378,213.400,0.388
5.400,213.222,0.388
5.422,213.046,0.388
5.444,212.870,0.388
5.467,212.695,0.388
5.489,212.521,0.388
5.511,212.349,0.388
5.533,212.177,0.388
5.556,212.007,0.388
5.578,211.837,0.388
5.600,211.669,0.388
5.622,211.501,0.388
5.644,211.335,0.388
5.667,211.169,0.388
5.689,211.005,0.388
5.711,210.841,0.388
5.733,210.678,0.388
5.756,210.517,0.388
5.778,210.356,0.388
5.800,210.196,0.388
5.822,210.037,0.388
5.844,209.879,0.388
5.867,209.722,0.388
5.889,209.565,0.388
5.911,209.410,0.388
5.933,209.255,0.388
5.956,209.102,0.388
